episode,real_score,is_funnel,frame_count,agent_fps,seed,timestamp
54,104.0,0,383,210.1,2051295931,2026-06-29T11:53:21.476476
55,104.0,0,383,198.8,339588620,2026-06-29T11:53:23.591449
56,104.0,0,383,196.8,1773754661,2026-06-29T11:53:25.747931
57,104.0,0,383,213.9,416743957,2026-06-29T11:53:27.739549
58,104.0,0,383,223.9,1720562277,2026-06-29T11:53:29.637478
59,104.0,0,383,213.9,1220044432,2026-06-29T11:53:31.617094
60,104.0,0,383,217.1,325600064,2026-06-29T11:53:33.570119
61,104.0,0,383,225.3,2020689369,2026-06-29T11:53:35.470810
62,104.0,0,383,215.5,179134736,2026-06-29T11:53:37.435080
63,104.0,0,383,203.5,116454271,2026-06-29T11:53:39.508191
64,104.0,0,383,228.6,2112197241,2026-06-29T11:53:41.375987
65,104.0,0,383,209.2,1193915002,2026-06-29T11:53:43.402015
