episode,real_score,is_funnel,frame_count,agent_fps,timestamp
36,355.0,0,395,216.1,2088934666,2026-06-29T11:43:19.493274
37,355.0,0,395,214.4,2121287016,2026-06-29T11:43:21.533670
38,355.0,0,395,339.2,549441050,2026-06-29T11:43:22.897216
39,355.0,0,395,396.8,926437352,2026-06-29T11:43:23.998697
40,355.0,0,395,428.0,517273451,2026-06-29T11:43:25.029283
41,355.0,0,395,386.7,1405067840,2026-06-29T11:43:26.159246
42,355.0,0,395,325.3,1592240893,2026-06-29T11:43:27.480261
43,355.0,0,395,318.1,889246418,2026-06-29T11:43:28.827266
44,355.0,0,395,222.9,901971728,2026-06-29T11:43:30.801460
45,355.0,0,395,238.4,6715761,2026-06-29T11:43:32.650444
46,355.0,0,395,220.0,1656607301,2026-06-29T11:43:34.639232
47,355.0,0,395,212.8,1362876918,2026-06-29T11:43:36.692805
48,355.0,0,395,215.5,153151782,2026-06-29T11:43:38.715739
49,355.0,0,395,228.3,1304616019,2026-06-29T11:43:40.647759
50,355.0,0,395,235.7,1011009606,2026-06-29T11:43:42.517409
51,355.0,0,395,223.9,1136383342,2026-06-29T11:43:44.476362
52,355.0,0,395,214.6,1863406509,2026-06-29T11:43:46.503294
53,355.0,0,395,204.7,1280491031,2026-06-29T11:43:48.621073
54,355.0,0,395,238.5,860442907,2026-06-29T11:43:50.462332
55,355.0,0,395,220.7,1604473338,2026-06-29T11:43:52.446049
56,355.0,0,395,232.6,1706953718,2026-06-29T11:43:54.336221
57,355.0,0,395,219.9,689610878,2026-06-29T11:43:56.322239
58,355.0,0,395,209.4,1431435088,2026-06-29T11:43:58.403358
59,355.0,0,395,212.8,1945210274,2026-06-29T11:44:00.457914
60,355.0,0,395,216.4,1098801877,2026-06-29T11:44:02.479739
61,355.0,0,395,231.9,1793873482,2026-06-29T11:44:04.374359
62,355.0,0,395,220.3,297193824,2026-06-29T11:44:06.364072
63,355.0,0,395,218.2,605149334,2026-06-29T11:44:08.368547
64,355.0,0,395,201.2,458668488,2026-06-29T11:44:10.522468
65,355.0,0,395,232.5,1204954694,2026-06-29T11:44:12.413765
66,355.0,0,395,237.6,2042277597,2026-06-29T11:44:14.265397
67,355.0,0,395,231.1,217246658,2026-06-29T11:44:16.173697
68,355.0,0,395,214.2,839006996,2026-06-29T11:44:18.203614
69,355.0,0,395,209.1,422468858,2026-06-29T11:44:20.286343
70,355.0,0,395,230.2,1495535961,2026-06-29T11:44:22.192249
71,355.0,0,395,223.6,2044170465,2026-06-29T11:44:24.146561
72,355.0,0,395,238.9,107836892,2026-06-29T11:44:25.989320
73,355.0,0,395,223.8,1611934525,2026-06-29T11:44:27.948597
74,355.0,0,395,212.7,965039663,2026-06-29T11:44:30.002803
75,355.0,0,395,200.1,2057199925,2026-06-29T11:44:32.170441
76,355.0,0,395,228.2,2145095758,2026-06-29T11:44:34.095780
77,355.0,0,395,239.8,676717331,2026-06-29T11:44:35.940883
78,355.0,0,395,228.5,1585815037,2026-06-29T11:44:37.857945
79,355.0,0,395,217.2,721505227,2026-06-29T11:44:39.866872
80,355.0,0,395,170.2,894191655,2026-06-29T11:44:42.379223
81,355.0,0,395,231.0,554046085,2026-06-29T11:44:44.280594
82,355.0,0,395,231.3,1835252636,2026-06-29T11:44:46.174345
83,355.0,0,395,225.6,780210217,2026-06-29T11:44:48.113724
84,355.0,0,395,216.6,554952895,2026-06-29T11:44:50.126393
85,355.0,0,395,210.5,2123784708,2026-06-29T11:44:52.199404
86,355.0,0,395,207.0,347868718,2026-06-29T11:44:54.296532
87,355.0,0,395,227.7,45138592,2026-06-29T11:44:56.220712
88,355.0,0,395,239.4,942213644,2026-06-29T11:44:58.068813
89,355.0,0,395,219.7,1305523489,2026-06-29T11:45:00.057837
90,355.0,0,395,215.1,2014200661,2026-06-29T11:45:02.091318
91,355.0,0,395,191.5,180089102,2026-06-29T11:45:04.346185
92,355.0,0,395,226.9,931740886,2026-06-29T11:45:06.278336
93,355.0,0,395,396.1,225693858,2026-06-29T11:45:07.383555
94,355.0,0,395,366.7,170067487,2026-06-29T11:45:08.566120
95,355.0,0,395,344.3,2487878,2026-06-29T11:45:09.813983
96,355.0,0,395,368.8,1848782236,2026-06-29T11:45:10.987500
97,355.0,0,395,306.6,352338126,2026-06-29T11:45:12.376165
98,355.0,0,395,412.1,1000441094,2026-06-29T11:45:13.441251
99,355.0,0,395,416.1,1679023937,2026-06-29T11:45:14.495113
100,355.0,0,395,391.3,1537181179,2026-06-29T11:45:15.607028
